,volume,volume weighted,open price,close price,high price,low price,timestamp,number
22,853.02990533,58620.6057,58734.58,58513.65,58822.55,58332.0,2021-03-20 22:00:00,19933
23,2018.0304496100014,58243.5589,58513.65,58116.7,58534.53,57545.2,2021-03-20 23:00:00,27487
24,3021.055632140001,58315.8308,58126.34,58384.82,58835.6,57637.4,2021-03-21 00:00:00,38229
25,1039.63761722,58283.3972,58384.83,58209.93,58500.0,58077.0,2021-03-21 01:00:00,18500
26,3102.123064129997,57718.3174,58209.92,57615.01,58209.93,57195.0,2021-03-21 02:00:00,37162
27,1381.3193301999995,57662.5274,57645.83,57829.01,57876.25,57337.0,2021-03-21 03:00:00,21142
28,3348.974631489999,57179.1121,57693.0,56921.67,57829.01,56666.0,2021-03-21 04:00:00,40882
29,1961.614482869999,57073.9559,56921.67,57166.2,57289.33,56761.0,2021-03-21 05:00:00,22270
30,1403.6692825899988,57120.1397,57135.96,57047.62,57459.0,56660.04,2021-03-21 06:00:00,21079
31,1085.2377158200002,57123.0558,57090.59,57003.53,57397.3,56866.0,2021-03-21 07:00:00,11993
32,1448.3794940800003,57139.9916,57000.33,57102.0,57353.64,56866.0,2021-03-21 08:00:00,13658
33,3800.6411568399917,56294.4422,57172.73,56003.8,57296.68,55357.0,2021-03-21 09:00:00,46914
34,1707.9457636399989,56128.8242,55954.9,56156.21,56417.87,55594.84,2021-03-21 10:00:00,24024
35,1983.4037930799996,56131.8666,56159.9,56273.74,56353.88,55800.0,2021-03-21 11:00:00,21498
36,1863.4980722799999,56106.1726,56273.78,56213.05,56301.17,55842.0,2021-03-21 12:00:00,21834
37,3248.388052040013,56889.8197,56200.2,57046.18,57412.88,56115.0,2021-03-21 13:00:00,40565
38,1380.01898777,57205.7839,57035.49,57083.0,57391.3,56965.0,2021-03-21 14:00:00,19556
39,1409.2078230999996,57304.2686,57228.34,57227.7,57600.0,57000.0,2021-03-21 15:00:00,21625
40,1628.385853049998,57192.7035,57102.0,57273.62,57454.4,56719.9411954,2021-03-21 16:00:00,24184
41,1039.57258876,57218.2863,57250.0,57305.02,57366.14,56950.0,2021-03-21 17:00:00,17775
42,1255.4634712099996,57349.8103,57305.02,57429.37,57532.89,57176.0,2021-03-21 18:00:00,17871
43,1546.3840896099991,57556.2425,57422.99,57586.01,57746.9,57288.0,2021-03-21 19:00:00,19539
44,1616.75982716,57790.8943,57571.73,57830.88,58077.0,57502.0,2021-03-21 20:00:00,22768
45,1126.8629129899994,57906.0062,57830.88,58106.6,58158.41,57500.0,2021-03-21 21:00:00,23366
46,1307.654513410001,57786.7404,58108.58,57612.77,58158.22,57514.91806275,2021-03-21 22:00:00,20648
47,1259.5959592900017,57457.3949,57612.77,57363.32,57819.13,57170.0,2021-03-21 23:00:00,22771
48,1824.3838281800015,56878.7979,57377.29,56600.0,57467.1,56419.94,2021-03-22 00:00:00,36131
49,2136.669324839999,56547.7165,56555.0,56644.66,56765.29,56298.0,2021-03-22 01:00:00,32049
50,1333.804857839999,56833.6728,56649.0,56978.95,57053.15,56420.0,2021-03-22 02:00:00,23372
51,925.2237977899998,57341.9475,56982.49,57576.0,57649.2,56963.88,2021-03-22 03:00:00,22423
52,1681.6737957799999,57611.9055,57556.15,57610.01,57836.64,57418.71007224,2021-03-22 04:00:00,16561
53,915.4255143999998,57530.2368,57610.01,57578.89,57776.47,57277.0,2021-03-22 05:00:00,14186
54,829.9358354,57740.0616,57578.89,57663.0,57899.01,57562.3,2021-03-22 06:00:00,13286
55,902.1647742999999,57680.2799,57661.0,57573.31,57852.92,57515.06,2021-03-22 07:00:00,12020
56,1099.5951241400003,57410.3641,57585.81,57191.36,57710.53,57083.0187213,2021-03-22 08:00:00,15622
57,1346.2558371800003,57206.6733,57217.7,57364.05,57413.0,56650.0,2021-03-22 09:00:00,14562
58,2612.089693070002,58036.3854,57364.05,57898.93,58525.0,57275.74,2021-03-22 10:00:00,27902
59,1269.1025401099998,57830.9557,57903.27,57705.1,58189.0,57551.4,2021-03-22 11:00:00,18216
60,1807.3802981300003,57327.4158,57722.74,57250.01,57785.0,56840.0,2021-03-22 12:00:00,29612
61,2942.563708010003,56993.5491,57266.22,56999.99,57451.0,56175.0,2021-03-22 13:00:00,38263
62,1956.9237135099986,57088.4419,56990.11245006,57009.29,57309.92,56752.0,2021-03-22 14:00:00,30010
63,1490.3356524600003,57087.3415,57018.75,57052.82,57264.46,56866.01,2021-03-22 15:00:00,24342
64,3054.5810351600007,56639.5218,57117.75,56794.35,57231.92,55743.5,2021-03-22 16:00:00,47014
65,1468.4912797000002,56915.2563,56763.4,57095.0,57211.06,56553.34,2021-03-22 17:00:00,27824
66,1717.8510456099984,56747.1071,57100.39,56478.11,57190.0,56315.23,2021-03-22 18:00:00,33355
67,4051.492063550001,55942.3781,56478.14,55565.68,56555.0,55525.57,2021-03-22 19:00:00,64826
68,5695.690088110023,55112.6526,55558.92,54556.99,56018.41,54150.0,2021-03-22 20:00:00,87310
69,4316.991741119999,54687.9478,54557.44,54562.32,54990.0,54290.0,2021-03-22 21:00:00,62681
70,5167.274359459993,54196.406,54564.1,54627.1,54676.31,53680.0,2021-03-22 22:00:00,70750
71,3053.736361029997,54551.0433,54620.0,54110.07,54911.3,54060.0,2021-03-22 23:00:00,46962
72,2656.3061005799996,54456.5446,54120.45,54723.46,54793.92,53778.0,2021-03-23 00:00:00,47001
73,2021.6924509800028,54953.6959,54716.03,55158.68,55425.1,54518.33,2021-03-23 01:00:00,36347
74,1339.7885275599997,54896.0593,55167.6,54553.07,55200.0,54429.66,2021-03-23 02:00:00,30663
75,1594.4936060699993,54546.255,54562.12,54702.55,54740.48,54359.0,2021-03-23 03:00:00,23991
76,1505.7424225399986,54352.2098,54702.55,54432.0,54792.84,53995.0,2021-03-23 04:00:00,29821
77,4070.4547529500073,53575.7055,54461.42,53543.9,54483.29,53118.87,2021-03-23 05:00:00,59561
78,3158.9350733100055,53363.2283,53523.0,53311.92,53780.0,52812.0,2021-03-23 06:00:00,43481
79,1714.2313659100012,53753.9926,53311.13,54179.06,54293.6,53257.0,2021-03-23 07:00:00,29048
80,1830.6301836899986,54180.3303,54176.7,54330.65,54643.0,53782.0,2021-03-23 08:00:00,24534
81,1092.8289444299999,54375.2681,54329.37,54609.68,54700.78,54186.0,2021-03-23 09:00:00,19258
82,1529.6361978699995,54598.3909,54609.68,54664.0,54822.06,54426.0,2021-03-23 10:00:00,19784
83,1654.6444490799986,54531.6675,54700.1,54249.26,54820.0,54056.6,2021-03-23 11:00:00,25489
84,2180.77332964,54943.6694,54240.0,55147.45,55249.98,54220.120375,2021-03-23 12:00:00,33823
85,2779.9368882400017,55279.9219,55148.09,55272.92,55478.42,54990.9,2021-03-23 13:00:00,32151
86,2933.218113869999,55108.4065,55274.7,55168.0,55381.49,54650.0,2021-03-23 14:00:00,35346
87,2667.2792385800003,55195.1232,55210.99,55172.88,55436.0,54938.43,2021-03-23 15:00:00,28117
88,2797.2358189800043,55407.6662,55182.4,55496.0,55815.0,54823.23,2021-03-23 16:00:00,36946
89,1716.4381094899998,55637.8817,55538.99,55735.81,55814.67,55426.0,2021-03-23 17:00:00,27986
90,1708.0474782700003,55648.1894,55734.0,55360.49,55866.44,55302.64,2021-03-23 18:00:00,26065
91,2050.792056499998,55115.0669,55360.49,55030.53,55554.75,54808.03,2021-03-23 19:00:00,35314
92,2181.659786449999,54746.6995,54993.86,54451.06,55093.66,54300.61,2021-03-23 20:00:00,35000
93,2258.1446644799985,54446.3043,54453.83,54654.01,54746.21,54160.2,2021-03-23 21:00:00,32122
94,1304.7424483199993,54679.0775,54654.02,54396.37,54903.0,54352.70814924,2021-03-23 22:00:00,26114
95,1300.196670739999,54575.3505,54374.0405976,54351.88,54828.39,54302.68,2021-03-23 23:00:00,25999
96,2447.5661144500036,54024.1199,54333.27,53796.444974,54680.0,53556.22,2021-03-24 00:00:00,44118
97,1659.1926789599988,54042.6265,53694.87,54464.11,54600.0,53500.0,2021-03-24 01:00:00,32251
98,1257.2712881899995,54467.3441,54464.11,54412.08,54680.0,54276.9,2021-03-24 02:00:00,20348
99,1436.9876819699998,54449.963,54423.11,54368.89,54809.0,54042.9,2021-03-24 03:00:00,22890
100,1047.5230430899996,54344.2475,54342.42,54106.54,54616.8363609,53972.64,2021-03-24 04:00:00,22319
101,781.5583150699994,54006.077,54106.54,54119.41,54357.49175112,53741.74,2021-03-24 05:00:00,19864
102,1396.3639452700002,54500.1812,54119.41,54657.27,55102.0,53719.51,2021-03-24 06:00:00,29415
103,2370.119755670008,55331.8401,54679.82,55526.5,55741.0,54617.93,2021-03-24 07:00:00,35119
104,3086.3241594600067,56061.7903,55572.0,56372.0,56421.0,55452.32,2021-03-24 08:00:00,35776
105,1732.9599318599996,56510.9654,56312.55,56469.0,56705.0,56283.31,2021-03-24 09:00:00,23519
106,1243.1114400099991,56337.8826,56391.68,56461.78,56775.0,56006.63,2021-03-24 10:00:00,21310
107,1111.3249518299997,56440.7855,56424.8,56596.7,56647.36,56247.6,2021-03-24 11:00:00,17993
108,2185.9531832100015,56874.4416,56557.61,56897.92,57060.07,56557.61,2021-03-24 12:00:00,29920
109,2171.694613670002,56856.1733,56927.37,56785.97,57212.0,56329.26,2021-03-24 13:00:00,33214
110,1612.9331036399992,56678.7986,56777.0,56525.0,56944.57,56430.0,2021-03-24 14:00:00,24852
111,1956.9665658799993,56275.5987,56525.0,56261.37,56651.0,55981.0,2021-03-24 15:00:00,29225
112,2084.336252279999,55966.9917,56261.37,55731.87,56439.0,55706.92,2021-03-24 16:00:00,31845
113,1403.0079840599997,56013.6438,55731.87,56122.01,56426.0,55555.56,2021-03-24 17:00:00,27924
114,1989.137901189999,55834.6099,56122.0,55328.47,56389.0,55290.0,2021-03-24 18:00:00,32478
115,2698.1036652600033,55034.8605,55328.47,54742.0,55592.0,54567.91,2021-03-24 19:00:00,45372
116,6080.816225020025,53892.0167,54738.0,54044.98,54783.0,53134.8,2021-03-24 20:00:00,88197
117,2548.554378170002,53853.9828,54031.0,53712.5,54283.3,53532.91,2021-03-24 21:00:00,50437
118,9709.942544090005,52509.7186,53701.47,52520.76,53772.0,51522.0,2021-03-24 22:00:00,130983
119,2953.144107930004,52608.7074,52496.52,52276.16,52983.54,52214.0,2021-03-24 23:00:00,57245
120,2417.843346690001,52463.5566,52222.16,52613.89,52810.219122,51956.3,2021-03-25 00:00:00,53819
121,2777.244622080001,52258.3159,52606.96,51810.6,52896.85,51703.58,2021-03-25 01:00:00,52897
122,3576.016830310002,52050.6111,51820.45,52180.0,52555.77,51500.0,2021-03-25 02:00:00,60309
123,1706.6247832199979,52122.5768,52230.8,52109.27,52566.1,51692.0,2021-03-25 03:00:00,35915
124,1399.1313684799995,52219.7266,52109.27,52239.64,52509.38,51836.0,2021-03-25 04:00:00,28562
125,1499.4186211500014,52614.7269,52239.63,52688.56,52890.3,52075.440428,2021-03-25 05:00:00,25848
126,1549.601705080001,52954.8338,52688.62,52953.52,53271.59,52575.0,2021-03-25 06:00:00,27533
127,1188.508446109999,52754.905,52953.52,52260.0,53144.58,52186.0,2021-03-25 07:00:00,23588
128,1300.4457097199986,52390.1873,52246.91,52603.86,52789.97,52048.0,2021-03-25 08:00:00,26176
129,870.19240847,52728.0517,52593.68,52945.78,53041.0,52337.534788,2021-03-25 09:00:00,19128
130,1126.562789849999,52822.7502,52950.38,52970.51,53074.53,52516.71,2021-03-25 10:00:00,22523
131,1830.9139661999984,52590.9639,52960.0,52154.24,53155.52,52116.82,2021-03-25 11:00:00,30440
132,7818.256595890023,51107.5763,52140.48,51067.85,52348.2,50305.0,2021-03-25 12:00:00,103159
133,6915.438353910006,51372.8294,51039.98,51660.5,52007.98,50350.0,2021-03-25 13:00:00,74551
134,4039.3625540499997,51573.5871,51641.52,51275.0,52116.28,51042.24,2021-03-25 14:00:00,48664
135,4580.8670387600005,51076.2725,51279.33,50993.64,51537.0,50608.76,2021-03-25 15:00:00,60247
136,3768.410738499997,51091.6734,50996.69,51292.0,51718.37,50548.22,2021-03-25 16:00:00,62439
137,2707.964748129997,51592.6187,51296.0,51627.11,51823.34433947,51114.0,2021-03-25 17:00:00,42094
138,3122.183955380009,51998.1098,51638.14,52236.88,52561.95,51496.29,2021-03-25 18:00:00,44836
139,2422.822620709999,52051.3795,52254.0,52185.2,52334.0,51626.25,2021-03-25 19:00:00,34783
140,2676.7208324799985,52250.1359,52209.05,51976.8,52704.23,51825.4,2021-03-25 20:00:00,37115
141,1730.5017551599997,52278.259,52000.0,52447.37,52600.0,51955.0,2021-03-25 21:00:00,31332
142,2489.3424348699996,52276.9769,52452.19,51759.99,52757.15,51603.41,2021-03-25 22:00:00,41182
143,2856.5866170999984,51608.0974,51779.0,51325.01,52068.0,51223.37,2021-03-25 23:00:00,40303
144,2457.01612386,51877.4276,51320.76,52102.69,52289.0,51238.01,2021-03-26 00:00:00,37632
145,2192.81168882,52217.6912,52096.38,52283.55,52384.66,51974.0,2021-03-26 01:00:00,21192
146,2569.419557239999,51884.1272,52283.72,51693.8,52411.53,51542.23,2021-03-26 02:00:00,29383
147,2894.483332110004,52300.2053,51704.15,52428.82,52770.0,51695.44,2021-03-26 03:00:00,31247
148,2198.0909189000004,52462.6675,52428.61,52721.8,52817.12,52186.0,2021-03-26 04:00:00,22147
149,2580.4132578900008,52749.1252,52713.37,52849.98,52951.0,52503.61,2021-03-26 05:00:00,20793
150,1850.7516838699985,52683.6588,52849.99,52602.15,52982.0,52480.0,2021-03-26 06:00:00,17129
151,5400.154358950012,53062.1018,52602.16,53651.25,53701.3,52404.14,2021-03-26 07:00:00,42015
152,4633.72995726,53569.4531,53651.25,53367.62,53983.75,53178.0,2021-03-26 08:00:00,31276
153,2005.4228406400007,53453.4379,53379.0,53323.92,53660.48,53218.0,2021-03-26 09:00:00,19648
154,1700.5185042799994,53355.1052,53348.54,53404.61,53616.41,53176.0,2021-03-26 10:00:00,16530
155,2028.0031531799975,53022.5894,53404.62,52713.87,53640.61,52573.75,2021-03-26 11:00:00,31588
156,2098.3938185999987,52952.6865,52728.13,53024.69,53288.0,52489.1,2021-03-26 12:00:00,28949
157,1844.2767506899993,53089.9362,53024.69,53365.83,53369.17,52748.48,2021-03-26 13:00:00,29327
158,1452.8613581499992,53285.1971,53355.25,53462.29,53541.67,53107.13,2021-03-26 14:00:00,29364
159,2663.964157679999,53343.2137,53462.29,53326.52,53591.3,53203.0,2021-03-26 15:00:00,28398
160,3500.575120400002,53708.6496,53282.4,53827.1,54096.27,52890.1,2021-03-26 16:00:00,45438
161,1931.729127140001,53743.6766,53820.89,53802.0,54001.7,53515.32,2021-03-26 17:00:00,28951
162,1834.1963275099995,53685.5064,53894.24,53728.99,53994.61,53450.0,2021-03-26 18:00:00,29725
163,1349.0555286299993,53692.7951,53731.13,53781.0,53905.9,53516.98,2021-03-26 19:00:00,22864
164,2383.7809320199995,54047.3195,53846.76,53955.0,54330.9,53776.0,2021-03-26 20:00:00,32245
165,2271.7502701500016,54391.7384,54006.56,54634.92,54658.1,53954.02,2021-03-26 21:00:00,31609
166,1807.7385048900003,54587.701,54630.0,54431.32,54846.95,54317.09710368,2021-03-26 22:00:00,26569
167,1859.7360661600014,54757.8018,54431.32,54993.0,55125.13,54302.12,2021-03-26 23:00:00,27643
168,2846.076550200005,55250.0585,54975.0,54779.61,55658.94,54726.01,2021-03-27 00:00:00,41249
169,1801.1641867199999,54790.8597,54780.0,54711.13,55039.59,54525.0,2021-03-27 01:00:00,23618
170,1635.0180553299995,54750.6846,54714.65,54789.37,54940.85,54510.0,2021-03-27 02:00:00,18935
171,858.4996870399997,54696.3239,54789.37,54782.8904313,54872.62,54566.0,2021-03-27 03:00:00,17912
172,1539.3523644599993,55011.4301,54802.65,54997.6,55328.0,54574.0,2021-03-27 04:00:00,21572
173,1359.7742046199999,55019.5189,54997.59,55212.29,55399.0,54702.04,2021-03-27 05:00:00,18470
174,920.0861836900003,55143.3286,55159.96,55058.27,55320.86,54966.0,2021-03-27 06:00:00,14632
175,1279.1642999500014,54893.1437,55014.16,54971.06,55129.29,54515.34,2021-03-27 07:00:00,13900
176,1102.8580964299995,54847.8295,54964.55,54942.51,55160.25,54650.45,2021-03-27 08:00:00,14985
177,528.84103594,54900.7288,54923.0,55045.65,55066.0,54799.6,2021-03-27 09:00:00,9989
178,985.3049134199999,54895.4277,55045.65,54693.46,55144.41,54661.66,2021-03-27 10:00:00,12157
179,1480.3334329400002,54553.022,54703.3,54458.89923816,54860.0,54306.3,2021-03-27 11:00:00,19641
180,1181.8021744600007,54192.8348,54458.65,54297.27,54605.29,53948.35,2021-03-27 12:00:00,23410
181,1388.9617198100007,54359.8581,54305.1,54769.0,54872.45,54071.0,2021-03-27 13:00:00,19185
182,1525.40932959,54592.0625,54761.78,54649.76,54791.8,54376.64,2021-03-27 14:00:00,16303
183,1693.3462065399997,54867.7369,54658.32,54980.99,55167.9,54504.35,2021-03-27 15:00:00,20377
184,3280.8106557599995,55652.6445,54976.73,56185.89,56222.0,54958.7,2021-03-27 16:00:00,44011
185,2306.9800790999993,56039.2128,56193.85,56110.99,56300.0,55822.91,2021-03-27 17:00:00,30171
186,2162.186442999999,55804.6632,56110.99,55749.81,56111.0,55566.0,2021-03-27 18:00:00,28810
187,2329.67115943,55757.7074,55767.23,55802.74,55954.0,55622.58,2021-03-27 19:00:00,18956
188,2689.11911942,55830.6272,55802.75,55910.7,55985.0,55682.57,2021-03-27 20:00:00,17969
189,4996.955731460018,56057.6248,55849.9,56400.0,56686.15,55675.05,2021-03-27 21:00:00,29057
190,4001.104716440003,56291.3822,56464.0,56406.27,56567.0,56034.0,2021-03-27 22:00:00,27937
191,3983.5832479900014,56054.0718,56403.71,55856.53,56475.56,55734.01,2021-03-27 23:00:00,26653
192,3561.230878220002,55806.7084,55856.54,56086.0,56164.0,55560.01,2021-03-28 00:00:00,26691
193,3461.6630808400005,56008.0709,56051.66,56130.22,56225.95,55767.43,2021-03-28 01:00:00,21021
194,3457.5867211499994,55917.3093,56125.0,55848.0,56165.0,55744.69,2021-03-28 02:00:00,18791
195,3821.1288137900015,55956.2565,55855.41,56052.27,56200.0,55750.73,2021-03-28 03:00:00,15564
196,3700.7069469300027,56255.1922,56062.42,56338.0,56556.0,56046.25,2021-03-28 04:00:00,18597
197,2704.5978798899987,56215.3971,56291.85,56265.31,56465.0,56090.76,2021-03-28 05:00:00,16347
198,3654.33859727,56048.0559,56272.86,55945.2,56370.0,55827.04,2021-03-28 06:00:00,13212
199,3848.7616178600006,56095.7262,55927.05,56222.04,56344.0,55866.01,2021-03-28 07:00:00,10868
200,3729.3148352600015,56151.3972,56200.96,56287.99,56369.0,55974.33,2021-03-28 08:00:00,10130
201,3272.1298411899993,56320.0925,56300.0,56175.0,56609.0,56028.0,2021-03-28 09:00:00,15539
202,3461.0313436300025,55981.2934,56099.13,56096.8,56224.0,55690.9,2021-03-28 10:00:00,15739
203,3047.7969618000006,55923.0563,56087.29,55865.0,56135.0,55770.0,2021-03-28 11:00:00,11448
204,4033.276622350005,55603.0315,55788.36,55570.0,56042.0,55269.1,2021-03-28 12:00:00,24857
205,1734.2246104799997,55718.2153,55570.0,55769.88,55949.0,55425.96,2021-03-28 13:00:00,15449
206,2223.65098086,55682.7576,55751.08,55803.27,55930.0,55498.08,2021-03-28 14:00:00,15690
207,1594.8624898899993,56135.5759,55781.33,56357.42,56409.0,55650.32,2021-03-28 15:00:00,24026
208,2580.955846229999,56251.0571,56357.43,56270.61,56560.0,56026.01,2021-03-28 16:00:00,20139
209,1073.14802584,56075.1367,56270.61,55966.74,56340.0,55814.04,2021-03-28 17:00:00,16902
210,2410.02856815,55517.6542,55978.25,55206.61,56055.0,55133.0,2021-03-28 18:00:00,26081
211,3493.789964899999,55051.7847,55202.37,55224.61,55428.82,54677.51,2021-03-28 19:00:00,34327
212,2823.6060963499995,54989.4338,55224.61,54844.09,55271.0,54733.9,2021-03-28 20:00:00,21367
213,2271.22810554,55025.133,54856.83,55125.01,55368.83,54798.9,2021-03-28 21:00:00,18038
214,2132.923130609999,55328.9591,55139.92,55599.1,55647.7,54984.8,2021-03-28 22:00:00,19071
215,2059.2553239599997,55667.9755,55596.22,55778.82,55884.23,55504.24,2021-03-28 23:00:00,17475
216,2240.544897930001,55702.7073,55781.22,55389.0,55915.84,55272.0,2021-03-29 00:00:00,18704
217,3604.6762008000014,55115.2981,55389.0,55218.03,55497.11,54831.0,2021-03-29 01:00:00,22565
218,2180.2273250899993,55343.0679,55220.56,55345.37,55505.35,55126.31,2021-03-29 02:00:00,15610
219,1904.9237476599997,55419.086,55334.2,55355.6,55538.0,55253.61,2021-03-29 03:00:00,13043
220,2704.776362669999,55275.9953,55355.61,55324.04,55501.76,55074.79,2021-03-29 04:00:00,15574
221,2893.1013356200006,55096.3036,55308.04,55027.93,55424.2,54889.0,2021-03-29 05:00:00,16645
222,2908.3243486699994,55253.7427,55029.02,55389.07,55509.08,55004.0,2021-03-29 06:00:00,14119
223,4246.19120561,55946.2713,55389.08,55905.78,56198.0,55350.61,2021-03-29 07:00:00,21235
224,4542.768661470009,56513.6582,55911.13,57129.71,57383.0,55906.0,2021-03-29 08:00:00,35391
225,6425.478211350026,57592.8082,57133.2,58034.0,58492.0,56970.5,2021-03-29 09:00:00,52651
226,3633.2837938800008,58013.3856,57925.0,58044.52,58396.0,57758.0,2021-03-29 10:00:00,31125
227,4351.323191260004,57854.3583,58025.6,57889.49811845,58197.0,57538.0,2021-03-29 11:00:00,31400
228,3703.1072919999997,58122.7523,57921.81,58025.1,58619.7,57781.5,2021-03-29 12:00:00,32215
229,2954.51449623,58029.3881,58074.0,57956.68,58221.2,57791.6,2021-03-29 13:00:00,27005
230,2383.645405380001,58058.6484,57957.79,58159.99,58245.0,57824.79,2021-03-29 14:00:00,30070
231,3449.4450274800083,57709.0743,58159.99,57721.01,58225.0,57256.37,2021-03-29 15:00:00,40417
232,2789.719681810001,57616.2373,57732.39,57597.11,57897.0,57178.12,2021-03-29 16:00:00,35482
233,2710.7929575200037,57969.8758,57600.01,57894.23,58300.0,57535.6,2021-03-29 17:00:00,38389
234,2385.8539324899994,57781.4515,57894.23,57800.0,58019.0,57530.06,2021-03-29 18:00:00,29850
235,2332.96986598,57696.4582,57800.0,57681.82,57861.6,57387.39,2021-03-29 19:00:00,25621
236,2859.96972818,57427.6473,57677.92,57235.93,57732.0,57056.8,2021-03-29 20:00:00,29180
237,3051.4888759899995,57393.081,57233.75,57534.33,57692.05881452,57171.73,2021-03-29 21:00:00,24254
238,2549.01230985,57716.5886,57534.34,57751.4,57938.0,57436.96,2021-03-29 22:00:00,23284
239,2855.3193036700022,57606.5863,57727.64,57609.4,57822.67696707,57282.61,2021-03-29 23:00:00,23314
240,2407.391223610001,57574.0225,57613.76,57503.01,57804.0,57377.11,2021-03-30 00:00:00,20468
241,3014.844192490001,57379.575,57503.01,57364.5,57654.27240981,57197.0,2021-03-30 01:00:00,27364
242,2129.38963943,57265.3652,57364.5,57260.82,57476.0,57100.0,2021-03-30 02:00:00,26421
243,2784.2732079,57204.2309,57288.88,57107.5,57429.0,57000.0,2021-03-30 03:00:00,27483
244,3243.12432567,57385.707,57106.97,57545.0,57874.0,57011.0,2021-03-30 04:00:00,20558
245,2569.6087308099995,57501.0156,57630.89506405,57679.86,57740.0,57343.8,2021-03-30 05:00:00,15689
246,3319.595209289997,57854.8288,57641.84,58043.11,58282.93,57466.36,2021-03-30 06:00:00,21264
247,2222.02805985,58106.1049,58114.0,58120.57,58320.0,57933.77,2021-03-30 07:00:00,15537
248,2743.3090155999994,57976.5521,58116.44,57945.8,58202.77,57726.03,2021-03-30 08:00:00,15182
249,3734.136376720011,58527.3251,57935.33,58854.09,59097.0,57846.0,2021-03-30 09:00:00,32519
250,4093.204840280002,59090.3357,58837.32,58842.0,59444.0,58600.0,2021-03-30 10:00:00,41939
251,2629.1342278800003,59069.5431,58975.0,59271.43,59409.0,58846.6,2021-03-30 11:00:00,24575
252,3061.8689996099997,59210.7114,59266.24,59150.01,59523.0,59032.45,2021-03-30 12:00:00,24839
253,2578.831538849999,59022.9962,59116.22,59025.0,59384.0,58795.35,2021-03-30 13:00:00,30398
254,2146.28927151,58838.5128,58907.06,58878.97,59113.0,58611.0,2021-03-30 14:00:00,27497
255,2814.069511619999,58732.8052,58878.98,58514.7,59053.16924343,58430.09,2021-03-30 15:00:00,27457
256,2314.5764125400015,58672.8699,58514.7,58720.46,58881.54948038,58445.17,2021-03-30 16:00:00,24994
257,2194.7696435800003,58779.1516,58720.45,58720.75,58897.45,58660.19,2021-03-30 17:00:00,20706
258,2790.3613916100035,58951.0641,58720.61,58881.25,59162.0,58600.0,2021-03-30 18:00:00,26494
259,2683.431389980003,58879.0075,58888.634328,59098.99,59118.91,58676.8,2021-03-30 19:00:00,23715
260,1856.2521616800007,58681.8896,59118.0,58665.71,59135.0,58380.01,2021-03-30 20:00:00,24974
261,2170.1209694100016,58693.692,58665.72,58756.82,58887.0,58551.92,2021-03-30 21:00:00,15494
262,1984.3575308900026,58766.4519,58756.82,58704.55,58966.14945,58638.0,2021-03-30 22:00:00,17072
263,2020.1595236300009,58652.8707,58704.54,58786.46,58841.0,58538.01,2021-03-30 23:00:00,13747
264,2326.3782712099996,58870.4568,58781.1,59046.61,59125.0,58662.01,2021-03-31 00:00:00,22562
